4463 0 0
19.0581212382	16.0198269429
19.0625149202	15.8528298436
19.0522735243	15.7061039256
19.0350776111	15.5741447883
18.9948487276	15.3336337845
18.9804814548	15.119426557
18.9665473489	15.0293572316
18.9304441377	14.8945727741
18.8890281612	14.7056890589
18.8362664203	14.5192423292
18.7933224291	14.3761213651
18.7593400976	14.252834698
18.718598635	14.0955771005
18.6795925814	13.9297912334
18.6204952206	13.7249299764
18.584938189	13.5926404679
18.5310108096	13.3474502195
18.499561452	13.1169631883
18.4859070054	12.9918420065
18.4680537057	12.7656658445
18.4547396576	12.5506897481
18.450161303	12.1732769779
18.4433338292	11.7913037631
18.4380185468	11.6002318308
18.4703889643	11.1543308273
17.5355738851	16.5736767372
17.6853266226	16.4712589001
17.7508328275	16.1921930594
17.5334866427	6.42052587495
17.6998577512	6.49762620526
17.7880331911	6.54375335637
17.9053279526	6.62360378101
18.062194877	6.70460564406
18.2128737405	6.75558637127
18.3750192905	6.90646756371
18.4358423921	6.95899902649
18.5533256095	7.11662759489
18.7445444807	7.29627106255
18.8055503963	7.36880907805
18.9325669976	7.53665380393
18.9739145795	7.6214037237
15.2959359612	21.8811776187
15.5387588597	21.7818077873
15.7945472003	21.6076535521
16.2329852925	21.325789852
16.44185512	21.1668132323
16.872400506	20.7679786845
17.3497339033	20.1906687841
17.5158591613	19.9684420177
17.6314478314	19.7592899343
17.699197022	19.6362293594
17.7472194183	19.5359451449
17.8172386927	19.3290486623
17.8373591624	19.2246455151
17.8724570459	19.0808580774
17.9076088111	18.8957754469
17.9151214458	18.818916684
17.9337771302	18.6160893099
17.9362925086	18.3837665576
17.9031974072	18.1111660396
17.8682336274	17.9355270089
17.8253193617	17.8386086843
17.7918732148	17.5774724279
17.7570328496	17.4346187545
17.7249608028	17.2841401318
17.6855824107	17.1827966359
17.6614203401	17.0591780001
17.6455247082	17.0016987779
17.6282127981	16.8175723353
17.5343871909	16.5725420069
14.1196396288	7.6438144676
13.9387997824	7.63600196007
13.8336481486	7.65211549568
13.5577866524	7.69254759946
13.2534646195	7.72454007102
12.8276604825	7.78692908067
12.3461681967	7.86066875722
12.2050538293	7.88415835056
12.0119048859	7.911360273
11.830920508	7.94113917073
11.4374380336	8.01952753998
18.861889852	9.17608128518
18.8274976379	9.58111900991
18.7771896087	9.91588382074
18.6867635974	10.3128735885
18.6315496635	10.5509772279
18.5800730882	10.7437932664
18.5265839932	10.9399806993
18.4699150886	11.1530407894
18.9739137903	7.6214040254
18.965421053	7.94895356039
18.9531730604	8.28875879553
18.9224537317	8.61706410194
18.8990052665	8.86045861594
18.8619534398	9.17585004605
16.0111530154	4.87657813072
16.3301117278	5.10422666269
16.5381988392	5.33746464654
16.6339607292	5.42733084259
16.7840321573	5.55329893794
17.0596914804	5.81745632707
